vendor,vendor_display,vendor_region,chip_series,chip_model,chip_type,usage,tier,architecture,arch_codename,generation,process_node_nm,foundry,die_size_mm2,transistors_b,package_type,vram_gb,vram_type,vram_bus_bit,vram_bw_gb_s,vram_clock_mhz,compute_units,tensor_cores,rt_cores,sm_count,shading_units,l1_cache_kb,l2_cache_mb,precision_support,precision_perf,base_clock_mhz,boost_clock_mhz,tdp_w,psu_w,power_connector,board_length_mm,board_width_mm,slot_width,bus_interface,release_date,production_status,is_released,target_market,description,_source_urls,_source_type,_source_confidence,_db_id,_is_new
AMD,AMD,foreign,Ellesmere,Radeon Pro 580X,GPU,both,workstation,GCN 4.0,Ellesmere,Radeon Pro Mac(500X Series),14,GlobalFoundries,232,5.7,BGA-1401,8,GDDR5,256,218.9,1710,2304,0,0,0,2304,16,2,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:5.5TFLOPS;FP16/BF16:5.5TFLOPS,1100,1200,185,,,,,IGP,Apple MPX,2019-03-18,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 580X — GCN 4.0 architecture, Radeon Pro Mac(500X Series) generation, 8.0GB GDDR5",https://www.techpowerup.com/gpu-specs/radeon-pro-580x.c3398,community,high,,1
AMD,AMD,foreign,Vega 10,Radeon Pro Vega 48,GPU,both,workstation,GCN 5.0,Vega 10,Radeon Pro Mac(Vega Series),14,GlobalFoundries,495,12.5,BGA-2013,8,HBM2,2048,402.4,786,3072,0,0,0,3072,16,4,FP64/FP32/FP16/BF16/INT8,FP64:0.5TFLOPS;FP32:7.4TFLOPS;FP16/BF16:14.8TFLOPS,1200,1200,,,None,,,IGP,PCIe 3.0 x16,2019-03-19,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro Vega 48 — GCN 5.0 architecture, Radeon Pro Mac(Vega Series) generation, 8.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-vega-48.c3395,community,high,,1
AMD,AMD,foreign,Vega 10,Radeon Pro Vega 64X,GPU,both,workstation,GCN 5.0,Vega 10,Radeon Pro Mac(Vega Series),14,GlobalFoundries,495,12.5,BGA-2013,16,HBM2,2048,512,1000,4096,0,0,0,4096,16,4,FP64/FP32/FP16/BF16/INT8,FP64:0.8TFLOPS;FP32:12.0TFLOPS;FP16/BF16:24.1TFLOPS,1250,1468,250,,None,,,IGP,PCIe 3.0 x16,2019-03-19,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro Vega 64X — GCN 5.0 architecture, Radeon Pro Mac(Vega Series) generation, 16.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-vega-64x.c3404,community,high,,1
AMD,AMD,foreign,Vega 20,Radeon Pro Vega II,GPU,both,datacenter,GCN 5.1,Vega 20,Radeon Pro Mac(Vega Series),7,TSMC,331,13.23,BGA-1933,32,HBM2,4096,825.3,806,4096,0,0,0,4096,16,4,FP64/FP32/FP16/BF16/INT8,FP64:7.0TFLOPS;FP32:14.1TFLOPS;FP16/BF16:28.2TFLOPS,1574,1720,475,850,,,,Quad-slot,Apple MPX,2019-06-03,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro Vega II — GCN 5.1 architecture, Radeon Pro Mac(Vega Series) generation, 32.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-vega-ii.c3426,community,high,,1
AMD,AMD,foreign,Vega 20,Radeon Pro Vega II Duo,GPU,both,datacenter,GCN 5.1,Vega 20,Radeon Pro Mac(Vega Series),7,TSMC,331,13.23,BGA-1933,32,HBM2,4096,1020,1000,4096,0,0,0,4096,16,4,FP64/FP32/FP16/BF16/INT8,FP64:7.0TFLOPS;FP32:14.1TFLOPS;FP16/BF16:28.2TFLOPS,1400,1720,475,850,,,,Quad-slot,Apple MPX,2019-06-03,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro Vega II Duo — GCN 5.1 architecture, Radeon Pro Mac(Vega Series) generation, 32.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-vega-ii-duo.c3268,community,high,,1
AMD,AMD,foreign,Navi 14,Radeon Pro W5300M,GPU,both,workstation,RDNA 1.0,Navi 14,Radeon Pro Mobile(W5x00M),7,TSMC,158,6.4,BGA-1125,4,GDDR6,128,192,1500,1280,0,0,0,1280,0,2,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:3.2TFLOPS;FP16/BF16:6.4TFLOPS,1000,1250,85,,None,,,,PCIe 4.0 x8,2019-11-13,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro W5300M — RDNA 1.0 architecture, Radeon Pro Mobile(W5x00M) generation, 4.0GB GDDR6",https://www.techpowerup.com/gpu-specs/radeon-pro-w5300m.c3477,community,high,,1
AMD,AMD,foreign,Navi 14,Radeon Pro W5500X,GPU,both,workstation,RDNA 1.0,Navi 14,Radeon Pro Mac(Navi Series),7,TSMC,158,6.4,BGA-1125,8,GDDR6,128,224,1750,1536,0,0,0,1536,0,2,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:5.4TFLOPS;FP16/BF16:10.8TFLOPS,1187,1757,125,300,,,,Dual-slot,Apple MPX,2019-12-11,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro W5500X — RDNA 1.0 architecture, Radeon Pro Mac(Navi Series) generation, 8.0GB GDDR6",https://www.techpowerup.com/gpu-specs/radeon-pro-w5500x.c4105,community,high,,1
AMD,AMD,foreign,Navi 10,Radeon Pro W5700,GPU,both,workstation,RDNA 1.0,Navi 10,Radeon Pro Navi(Navi Series),7,TSMC,251,10.3,BGA-1928,8,GDDR6,256,448,1750,2304,0,0,0,2304,0,4,FP64/FP32/FP16/BF16/INT8,FP64:0.5TFLOPS;FP32:8.7TFLOPS;FP16/BF16:17.3TFLOPS,1400,1880,205,550,1x 6-pin + 1x 8-pin,267,,Dual-slot,PCIe 4.0 x16,2019-11-19,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro W5700 — RDNA 1.0 architecture, Radeon Pro Navi(Navi Series) generation, 8.0GB GDDR6",https://www.techpowerup.com/gpu-specs/radeon-pro-w5700.c3466,community,high,,1
AMD,AMD,foreign,Navi 10,Radeon Pro W5700X,GPU,both,datacenter,RDNA 1.0,Navi 10,Radeon Pro Mac(Navi Series),7,TSMC,251,10.3,BGA-1928,16,GDDR6,256,448,1750,2560,0,0,0,2560,0,4,FP64/FP32/FP16/BF16/INT8,FP64:0.7TFLOPS;FP32:10.4TFLOPS;FP16/BF16:20.9TFLOPS,1243,2040,205,550,,305,,Quad-slot,Apple MPX,2019-12-11,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro W5700X — RDNA 1.0 architecture, Radeon Pro Mac(Navi Series) generation, 16.0GB GDDR6",https://www.techpowerup.com/gpu-specs/radeon-pro-w5700x.c3583,community,high,,1
AMD,AMD,foreign,Polaris 23,Radeon Pro WX 3200,GPU,both,workstation,GCN 4.0,Polaris 23,Radeon Pro Polaris(WX x200),14,GlobalFoundries,103,2.2,BGA-769,4,GDDR5,128,96,1500,640,0,0,0,640,16,0.5,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:1.7TFLOPS;FP16/BF16:1.7TFLOPS,1295,1295,65,250,None,167,,Single-slot,PCIe 3.0 x8,2019-07-02,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro WX 3200 — GCN 4.0 architecture, Radeon Pro Polaris(WX x200) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/radeon-pro-wx-3200.c3412,community,high,,1
AMD,AMD,foreign,Polaris 23,Radeon Pro WX 3200 Mobile,GPU,both,workstation,GCN 4.0,Polaris 23,Radeon Pro Mobile(WX x200),14,GlobalFoundries,103,2.2,BGA-769,4,GDDR5,128,64,1000,640,0,0,0,640,16,0.5,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:1.4TFLOPS;FP16/BF16:1.4TFLOPS,1082,1082,65,,None,,,MXM Module,PCIe 3.0 x8,2019-07-02,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro WX 3200 Mobile — GCN 4.0 architecture, Radeon Pro Mobile(WX x200) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/radeon-pro-wx-3200-mobile.c3461,community,high,,1
AMD,AMD,foreign,Vega 20,Radeon VII,GPU,both,workstation,GCN 5.1,Vega 20,Vega II(Radeon VII),7,TSMC,331,13.23,BGA-1933,16,HBM2,4096,1020,1000,3840,0,0,0,3840,16,4,FP64/FP32/FP16/BF16/INT8,FP64:3.4TFLOPS;FP32:13.4TFLOPS;FP16/BF16:26.9TFLOPS,1400,1750,295,600,2x 8-pin,280,40,Dual-slot,PCIe 3.0 x16,2019-02-07,已量产,1,AI训练/推理 / HPC,"AMD Radeon VII — GCN 5.1 architecture, Vega II(Radeon VII) generation, 16.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-vii.c3358,community,high,,1
NVIDIA,NVIDIA,foreign,GA100,A100 PCIe 40 GB,GPU,both,datacenter,Ampere,GA100,Server Ampere(Axx),7,TSMC,826,54.2,BGA-2743,40,HBM2e,5120,1560,1215,6912,432,0,108,6912,192,40,FP64/FP32/FP16/BF16/INT8,FP64:9.7TFLOPS;FP32:19.5TFLOPS;FP16/BF16:78.0TFLOPS,765,1410,250,600,8-pin EPS,267,,Dual-slot,PCIe 4.0 x16,2020-06-22,已量产,1,AI训练/推理 / HPC,"NVIDIA A100 PCIe 40 GB — Ampere architecture, Server Ampere(Axx) generation, 40.0GB HBM2e",https://www.techpowerup.com/gpu-specs/a100-pcie-40-gb.c3623,community,high,,1
NVIDIA,NVIDIA,foreign,GA100,A100 SXM4 40 GB,GPU,both,datacenter,Ampere,GA100,Server Ampere(Axx),7,TSMC,826,54.2,BGA-2743,40,HBM2e,5120,1560,1215,6912,432,0,108,6912,192,40,FP64/FP32/FP16/BF16/INT8,FP64:9.7TFLOPS;FP32:19.5TFLOPS;FP16/BF16:78.0TFLOPS,1095,1410,400,800,None,,,SXM Module,PCIe 4.0 x16,2020-05-14,已量产,1,AI训练/推理 / HPC,"NVIDIA A100 SXM4 40 GB — Ampere architecture, Server Ampere(Axx) generation, 40.0GB HBM2e",https://www.techpowerup.com/gpu-specs/a100-sxm4-40-gb.c3506,community,high,,1
NVIDIA,NVIDIA,foreign,GA100,A100 SXM4 80 GB,GPU,both,datacenter,Ampere,GA100,Server Ampere(Axx),7,TSMC,826,54.2,BGA-2743,80,HBM2e,5120,2040,1593,6912,432,0,108,6912,192,40,FP64/FP32/FP16/BF16/INT8,FP64:9.7TFLOPS;FP32:19.5TFLOPS;FP16/BF16:78.0TFLOPS,1275,1410,400,800,None,,,OAM Module,PCIe 4.0 x16,2020-11-16,已量产,1,AI训练/推理 / HPC,"NVIDIA A100 SXM4 80 GB — Ampere architecture, Server Ampere(Axx) generation, 80.0GB HBM2e",https://www.techpowerup.com/gpu-specs/a100-sxm4-80-gb.c3746,community,high,,1
NVIDIA,NVIDIA,foreign,GA102,A40 PCIe,GPU,both,datacenter,Ampere,GA102,Server Ampere(Axx),8,Samsung,628,28.3,BGA-3328,48,GDDR6,384,695.8,1812,10752,336,84,84,10752,128,6,FP64/FP32/FP16/BF16/INT8,FP64:0.6TFLOPS;FP32:37.4TFLOPS;FP16/BF16:37.4TFLOPS,1305,1740,300,700,8-pin EPS,267,,Dual-slot,PCIe 4.0 x16,2020-10-05,已量产,1,AI训练/推理 / HPC,"NVIDIA A40 PCIe — Ampere architecture, Server Ampere(Axx) generation, 48.0GB GDDR6",https://www.techpowerup.com/gpu-specs/a40-pcie.c3700,community,high,,1
NVIDIA,NVIDIA,foreign,GV100,CMP 100HX-210,GPU,both,workstation,Volta,GV100,Mining GPUs,12,TSMC,815,21.1,,16,HBM2,4096,829.4,810,5120,640,0,80,5120,96,6,FP64/FP32/FP16/BF16/INT8,FP64:5.9TFLOPS;FP32:11.8TFLOPS;FP16/BF16:23.5TFLOPS,555,1147,250,600,1x 6-pin + 1x 8-pin,267,40,Dual-slot,PCIe 1.0 x1,2020-01-01,已量产,1,AI训练/推理 / HPC,"NVIDIA CMP 100HX-210 — Volta architecture, Mining GPUs generation, 16.0GB HBM2",https://www.techpowerup.com/gpu-specs/cmp-100hx-210.c4202,community,high,,1
NVIDIA,NVIDIA,foreign,GA100,DRIVE A100 PROD,GPU,both,datacenter,Ampere,GA100,DRIVE(Axx),7,TSMC,826,54.2,BGA-2743,32,HBM2e,6144,1870,1215,6912,432,0,108,6912,192,32,FP64/FP32/FP16/BF16/INT8,FP64:8.7TFLOPS;FP32:17.4TFLOPS;FP16/BF16:69.7TFLOPS,1260,1260,400,800,None,,,IGP,PCIe 4.0 x16,2020-05-14,已量产,1,AI训练/推理 / HPC,"NVIDIA DRIVE A100 PROD — Ampere architecture, DRIVE(Axx) generation, 32.0GB HBM2e",https://www.techpowerup.com/gpu-specs/drive-a100-prod.c3967,community,high,,1
NVIDIA,NVIDIA,foreign,GA100,GRID A100A,GPU,both,datacenter,Ampere,GA100,GRID(Ax),7,TSMC,826,54.2,BGA-2743,32,HBM2e,6144,1870,1215,6912,432,0,108,6912,192,32,FP64/FP32/FP16/BF16/INT8,FP64:9.7TFLOPS;FP32:19.5TFLOPS;FP16/BF16:78.0TFLOPS,1095,1410,400,800,None,,,IGP,PCIe 4.0 x16,2020-05-14,已量产,1,AI训练/推理 / HPC,"NVIDIA GRID A100A — Ampere architecture, GRID(Ax) generation, 32.0GB HBM2e",https://www.techpowerup.com/gpu-specs/grid-a100a.c3579,community,high,,1
NVIDIA,NVIDIA,foreign,GA100,GRID A100B,GPU,both,datacenter,Ampere,GA100,GRID(Ax),7,TSMC,826,54.2,BGA-2743,48,HBM2e,6144,1870,1215,6912,432,0,108,6912,192,48,FP64/FP32/FP16/BF16/INT8,FP64:6.9TFLOPS;FP32:13.9TFLOPS;FP16/BF16:55.6TFLOPS,900,1005,400,800,None,,,IGP,PCIe 4.0 x16,2020-05-14,已量产,1,AI训练/推理 / HPC,"NVIDIA GRID A100B — Ampere architecture, GRID(Ax) generation, 48.0GB HBM2e",https://www.techpowerup.com/gpu-specs/grid-a100b.c3578,community,high,,1
NVIDIA,NVIDIA,foreign,TU102,GRID RTX T10-4,GPU,both,workstation,Turing,TU102,GRID(Tx),12,TSMC,754,18.6,,4,GDDR6,384,672,1750,3584,448,56,56,3584,64,6,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:10.0TFLOPS;FP16/BF16:20.0TFLOPS,1065,1395,150,450,1x 6-pin + 1x 8-pin,267,,Dual-slot,PCIe 3.0 x16,2020-01-01,已量产,1,AI训练/推理 / HPC,"NVIDIA GRID RTX T10-4 — Turing architecture, GRID(Tx) generation, 4.0GB GDDR6",https://www.techpowerup.com/gpu-specs/grid-rtx-t10-4.c3500,community,high,,1
NVIDIA,NVIDIA,foreign,GV10B,Jetson Xavier NX 16 GB,GPU,both,datacenter,Volta,GV10B,Tegra(Volta),12,TSMC,350,9,,16,LPDDR4X,128,59.71,1866,384,48,0,6,384,128,0.25,FP64/FP32/FP16/BF16/INT8,FP64:0.4TFLOPS;FP32:0.8TFLOPS;FP16/BF16:1.7TFLOPS,854,1100,20,,,70,,IGP,PCIe 4.0 x4,2020-05-14,已量产,1,AI训练/推理 / HPC,"NVIDIA Jetson Xavier NX 16 GB — Volta architecture, Tegra(Volta) generation, 16.0GB LPDDR4X",https://www.techpowerup.com/gpu-specs/jetson-xavier-nx-16-gb.c4087,community,high,,1
NVIDIA,NVIDIA,foreign,GV10B,Jetson Xavier NX 8 GB,GPU,both,workstation,Volta,GV10B,Tegra(Volta),12,TSMC,350,9,,8,LPDDR4X,128,59.71,1866,384,48,0,6,384,128,0.25,FP64/FP32/FP16/BF16/INT8,FP64:0.4TFLOPS;FP32:0.8TFLOPS;FP16/BF16:1.7TFLOPS,854,1100,15,,,70,,IGP,PCIe 4.0 x4,2020-05-14,已量产,1,AI训练/推理 / HPC,"NVIDIA Jetson Xavier NX 8 GB — Volta architecture, Tegra(Volta) generation, 8.0GB LPDDR4X",https://www.techpowerup.com/gpu-specs/jetson-xavier-nx-8-gb.c3642,community,high,,1
NVIDIA,NVIDIA,foreign,TU104B,Quadro RTX 5000 Mobile Refresh,GPU,both,datacenter,Turing,TU104B,Quadro Turing-M(Tx000),12,TSMC,545,13.6,BGA-2228,16,GDDR6,256,448,1750,3072,384,48,48,3072,64,4,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:9.4TFLOPS;FP16/BF16:18.8TFLOPS,1035,1530,110,,None,,,IGP,PCIe 3.0 x16,2020-06-08,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 5000 Mobile Refresh — Turing architecture, Quadro Turing-M(Tx000) generation, 16.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-5000-mobile-refresh.c3625,community,high,,1
NVIDIA,NVIDIA,foreign,TU104,Quadro RTX 5000 X2 Mobile,GPU,both,datacenter,Turing,TU104,Quadro Turing-M(Tx000),12,TSMC,545,13.6,BGA-2228,16,GDDR6,256,448,1750,3072,384,48,48,3072,64,4,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:9.4TFLOPS;FP16/BF16:18.8TFLOPS,1035,1530,110,,None,,,IGP,PCIe 3.0 x16,2020-06-08,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 5000 X2 Mobile — Turing architecture, Quadro Turing-M(Tx000) generation, 16.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-5000-x2-mobile.c4121,community,high,,1
NVIDIA,NVIDIA,foreign,TU117,Quadro T1000 Mobile GDDR6,GPU,both,workstation,Turing,TU117,Quadro Turing-M(Tx000),12,TSMC,200,4.7,BGA-960,4,GDDR6,128,192,1500,896,0,0,14,896,64,1,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:3.0TFLOPS;FP16/BF16:5.9TFLOPS,1395,1650,50,,None,,,IGP,PCIe 3.0 x16,2020-06-08,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro T1000 Mobile GDDR6 — Turing architecture, Quadro Turing-M(Tx000) generation, 4.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-t1000-mobile-gddr6.c3624,community,high,,1
NVIDIA,NVIDIA,foreign,GA102,RTX A6000,GPU,both,datacenter,Ampere,GA102,Workstation Ampere(Ax000),8,Samsung,628,28.3,BGA-3328,48,GDDR6,384,768,2000,10752,336,84,84,10752,128,6,FP64/FP32/FP16/BF16/INT8,FP64:0.6TFLOPS;FP32:38.7TFLOPS;FP16/BF16:38.7TFLOPS,1410,1800,300,700,8-pin EPS,267,,Dual-slot,PCIe 4.0 x16,2020-10-05,已量产,1,AI训练/推理 / HPC,"NVIDIA RTX A6000 — Ampere architecture, Workstation Ampere(Ax000) generation, 48.0GB GDDR6",https://www.techpowerup.com/gpu-specs/rtx-a6000.c3686,community,high,,1
NVIDIA,NVIDIA,foreign,TU117,T500 Max-Q,GPU,both,workstation,Turing,TU117,Quadro Turing-M(Tx000),12,TSMC,200,4.7,BGA-960,4,GDDR6,64,80,1250,896,0,0,14,896,64,1,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:2.6TFLOPS;FP16/BF16:5.1TFLOPS,795,1425,18,,None,,,IGP,PCIe 3.0 x16,2020-12-02,已量产,1,AI训练/推理 / HPC,"NVIDIA T500 Max-Q — Turing architecture, Quadro Turing-M(Tx000) generation, 4.0GB GDDR6",https://www.techpowerup.com/gpu-specs/t500-max-q.c4103,community,high,,1
NVIDIA,NVIDIA,foreign,TU117,T500 Mobile,GPU,both,workstation,Turing,TU117,Quadro Turing-M(Tx000),12,TSMC,200,4.7,BGA-960,4,GDDR6,64,80,1250,896,0,0,14,896,64,1,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:2.8TFLOPS;FP16/BF16:5.6TFLOPS,1185,1560,18,,None,,,IGP,PCIe 3.0 x16,2020-12-02,已量产,1,AI训练/推理 / HPC,"NVIDIA T500 Mobile — Turing architecture, Quadro Turing-M(Tx000) generation, 4.0GB GDDR6",https://www.techpowerup.com/gpu-specs/t500-mobile.c3747,community,high,,1
NVIDIA,NVIDIA,foreign,TU102,Tesla T10 16 GB,GPU,both,datacenter,Turing,TU102,Tesla Turing(Txx),12,TSMC,754,18.6,,16,GDDR6,256,403.2,1575,3584,448,56,56,3584,64,6,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:10.0TFLOPS;FP16/BF16:20.0TFLOPS,1065,1395,150,450,1x 8-pin,267,,Single-slot,PCIe 3.0 x16,2020-01-01,已量产,1,AI训练/推理 / HPC,"NVIDIA Tesla T10 16 GB — Turing architecture, Tesla Turing(Txx) generation, 16.0GB GDDR6",https://www.techpowerup.com/gpu-specs/tesla-t10-16-gb.c4036,community,high,,1
AMD,AMD,foreign,Kryptos,AeroBox GPU,GPU,both,workstation,GCN 1.0,Kryptos,Console GPU(Chuwi),16,TSMC,,,,8,DDR3,256,68.22,1066,896,0,0,0,896,0,0,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:1.8TFLOPS;FP16/BF16:3.5TFLOPS,935,985,100,,,289,56,,,2020-03-13,已量产,1,AI训练/推理 / HPC,"AMD AeroBox GPU — GCN 1.0 architecture, Console GPU(Chuwi) generation, 8.0GB DDR3",https://www.techpowerup.com/gpu-specs/aerobox-gpu.c3648,community,high,,1
AMD,AMD,foreign,Banded Kestrel,Atari VCS 400 GPU,GPU,both,workstation,GCN 5.0,Banded Kestrel,Console GPU(Atari),14,GlobalFoundries,149,,FCBGA-1140,4,DDR4,128,38.4,1200,192,0,0,0,192,0,0,FP64/FP32/FP16/BF16/INT8,FP64:0.0TFLOPS;FP32:0.5TFLOPS;FP16/BF16:0.9TFLOPS,300,1201,15,,,295,48,,,2020-12-14,已量产,1,AI训练/推理 / HPC,"AMD Atari VCS 400 GPU — GCN 5.0 architecture, Console GPU(Atari) generation, 4.0GB DDR4",https://www.techpowerup.com/gpu-specs/atari-vcs-400-gpu.c3738,community,high,,1
AMD,AMD,foreign,Banded Kestrel,Atari VCS 800 GPU,GPU,both,workstation,GCN 5.0,Banded Kestrel,Console GPU(Atari),14,GlobalFoundries,149,,FCBGA-1140,8,DDR4,128,38.4,1200,192,0,0,0,192,0,0,FP64/FP32/FP16/BF16/INT8,FP64:0.0TFLOPS;FP32:0.5TFLOPS;FP16/BF16:0.9TFLOPS,300,1201,15,,,295,48,,,2020-12-14,已量产,1,AI训练/推理 / HPC,"AMD Atari VCS 800 GPU — GCN 5.0 architecture, Console GPU(Atari) generation, 8.0GB DDR4",https://www.techpowerup.com/gpu-specs/atari-vcs-800-gpu.c3654,community,high,,1
AMD,AMD,foreign,Oberon,Playstation 5 GPU,GPU,both,workstation,RDNA 2.0,Oberon,Console GPU(Sony),7,TSMC,308,10.6,,16,GDDR6,256,448,1750,2304,0,0,0,2304,0,4,FP64/FP32/FP16/BF16/INT8,FP64:0.6TFLOPS;FP32:10.3TFLOPS;FP16/BF16:20.6TFLOPS,2233,2233,180,,,390,104,,,2020-11-12,已量产,1,AI训练/推理 / HPC,"AMD Playstation 5 GPU — RDNA 2.0 architecture, Console GPU(Sony) generation, 16.0GB GDDR6",https://www.techpowerup.com/gpu-specs/playstation-5-gpu.c3480,community,high,,1
AMD,AMD,foreign,Arcturus,Radeon Instinct MI100,GPU,both,datacenter,CDNA 1.0,Arcturus,Radeon Instinct(MIx),7,TSMC,750,25.6,,32,HBM2,4096,1230,1200,7680,0,0,0,7680,16,8,FP64/FP32/FP16/BF16/INT8,FP64:11.5TFLOPS;FP32:23.1TFLOPS;FP16/BF16:184.6TFLOPS,1000,1502,300,700,2x 8-pin,267,,Dual-slot,PCIe 4.0 x16,2020-11-16,已量产,1,AI训练/推理 / HPC,"AMD Radeon Instinct MI100 — CDNA 1.0 architecture, Radeon Instinct(MIx) generation, 32.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-instinct-mi100.c3496,community,high,,1
AMD,AMD,foreign,Navi 14,Radeon Pro 5300,GPU,both,workstation,RDNA 1.0,Navi 14,Radeon Pro Mac(Navi Series),7,TSMC,158,6.4,BGA-1125,4,GDDR6,128,224,1750,1280,0,0,0,1280,0,2,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:4.2TFLOPS;FP16/BF16:8.4TFLOPS,1000,1650,85,250,None,,,IGP,PCIe 4.0 x8,2020-08-04,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 5300 — RDNA 1.0 architecture, Radeon Pro Mac(Navi Series) generation, 4.0GB GDDR6",https://www.techpowerup.com/gpu-specs/radeon-pro-5300.c3665,community,high,,1
AMD,AMD,foreign,Navi 12,Radeon Pro 5600M,GPU,both,workstation,RDNA 1.0,Navi 12,Radeon Pro Mac(Navi Mobile),7,TSMC,,,,8,HBM2,2048,394.2,770,2560,0,0,0,2560,0,4,FP64/FP32/FP16/BF16/INT8,FP64:0.4TFLOPS;FP32:5.9TFLOPS;FP16/BF16:11.7TFLOPS,822,1144,50,,None,,,IGP,PCIe 4.0 x16,2020-06-15,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 5600M — RDNA 1.0 architecture, Radeon Pro Mac(Navi Mobile) generation, 8.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-5600m.c3612,community,high,,1
AMD,AMD,foreign,Navi 10,Radeon Pro 5700,GPU,both,workstation,RDNA 1.0,Navi 10,Radeon Pro Mac(Navi Series),7,TSMC,251,10.3,BGA-1928,8,GDDR6,256,384,1500,2304,0,0,0,2304,0,4,FP64/FP32/FP16/BF16/INT8,FP64:0.4TFLOPS;FP32:6.2TFLOPS;FP16/BF16:12.4TFLOPS,1243,1350,130,300,None,,,IGP,PCIe 4.0 x16,2020-08-04,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 5700 — RDNA 1.0 architecture, Radeon Pro Mac(Navi Series) generation, 8.0GB GDDR6",https://www.techpowerup.com/gpu-specs/radeon-pro-5700.c3663,community,high,,1
AMD,AMD,foreign,Navi 12,Radeon Pro V520,GPU,both,workstation,RDNA 1.0,Navi 12,Radeon Pro Navi(Navi Series),7,TSMC,,,,8,HBM2,2048,512,1000,2304,0,0,0,2304,0,4,FP64/FP32/FP16/BF16/INT8,FP64:0.5TFLOPS;FP32:7.4TFLOPS;FP16/BF16:14.8TFLOPS,1000,1600,225,550,1x 8-pin,267,,Dual-slot,PCIe 4.0 x16,2020-12-01,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro V520 — RDNA 1.0 architecture, Radeon Pro Navi(Navi Series) generation, 8.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-v520.c3755,community,high,,1
AMD,AMD,foreign,Vega 20,Radeon Pro VII,GPU,both,workstation,GCN 5.1,Vega 20,Radeon Pro Vega(Vega II Series),7,TSMC,331,13.23,BGA-1933,16,HBM2,4096,1020,1000,3840,0,0,0,3840,16,4,FP64/FP32/FP16/BF16/INT8,FP64:6.5TFLOPS;FP32:13.1TFLOPS;FP16/BF16:26.1TFLOPS,1400,1700,250,600,1x 6-pin + 1x 8-pin,305,,Dual-slot,PCIe 4.0 x16,2020-05-13,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro VII — GCN 5.1 architecture, Radeon Pro Vega(Vega II Series) generation, 16.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-vii.c3575,community,high,,1
